	sent_index	word_index	word	region	condition
81	6	9	husband	object	match_obj
82	6	11	.	End	match_obj
83	6	12	<eos>	End	match_obj
84	7	0	The	np	match_obj
85	7	1	lady	np	match_obj
86	7	2	believes	verb	match_obj
87	7	3	they	obj-setup	match_obj
88	7	4	enjoyed	obj-setup	match_obj
89	7	5	the	obj-setup	match_obj
90	7	6	symphony	obj-setup	match_obj
91	7	7	by	obj-setup	match_obj
92	7	8	her	match	match_obj
93	7	9	friend	object	match_obj
94	7	11	.	End	match_obj
95	7	12	<eos>	End	match_obj
96	8	0	The	np	match_obj
97	8	1	princess	np	match_obj
98	8	2	hopes	verb	match_obj
99	8	3	the	obj-setup	match_obj
100	8	4	heard	obj-setup	match_obj
101	8	5	the	obj-setup	match_obj
102	8	6	opera	obj-setup	match_obj
103	8	7	by	obj-setup	match_obj
104	8	8	her	match	match_obj
105	8	9	lover	object	match_obj
106	8	11	.	End	match_obj
107	8	12	<eos>	End	match_obj
108	9	0	The	np	match_obj
109	9	1	girl	np	match_obj
110	9	2	knows	verb	match_obj
111	9	3	they	obj-setup	match_obj
112	9	4	found	obj-setup	match_obj
113	9	5	the	obj-setup	match_obj
114	9	6	picture	obj-setup	match_obj
115	9	7	of	obj-setup	match_obj
116	9	8	her	match	match_obj
117	9	9	teacher	object	match_obj
118	9	11	.	End	match_obj
119	9	12	<eos>	End	match_obj
120	10	0	The	np	match_obj
121	10	1	queen	np	match_obj
122	10	2	hopes	verb	match_obj
123	10	3	they	obj-setup	match_obj
124	10	4	liked	obj-setup	match_obj
125	10	5	the	obj-setup	match_obj
126	10	6	ode	obj-setup	match_obj
127	10	7	by	obj-setup	match_obj
128	10	8	her	match	match_obj
129	10	9	favorite	object	match_obj
130	10	10	poet	object	match_obj
131	10	12	.	End	match_obj
132	10	13	<eos>	End	match_obj
133	11	0	Your	np	match_obj
134	11	1	mother	np	match_obj
135	11	2	hopes	verb	match_obj
136	11	3	they	obj-setup	match_obj
137	11	4	delivered	obj-setup	match_obj
138	11	5	the	obj-setup	match_obj
139	11	6	present	obj-setup	match_obj
140	11	7	for	obj-setup	match_obj
141	11	8	her	match	match_obj
142	11	9	sister	object	match_obj
143	11	11	.	End	match_obj
144	11	12	<eos>	End	match_obj
145	12	0	The	np	match_obj
146	12	1	waitress	np	match_obj
147	12	2	thinks	verb	match_obj
148	12	3	they	obj-setup	match_obj
149	12	4	saved	obj-setup	match_obj
150	12	5	the	obj-setup	match_obj
151	12	6	tip	obj-setup	match_obj
152	12	7	for	obj-setup	match_obj
153	12	8	her	match	match_obj
154	12	9	service	object	match_obj
155	12	11	.	End	match_obj
156	12	12	<eos>	End	match_obj
157	13	0	The	np	match_obj
158	13	1	mistress	np	match_obj
159	13	2	believes	verb	match_obj
160	13	3	they	obj-setup	match_obj
161	13	4	did	obj-setup	match_obj
162	13	5	not	obj-setup	match_obj
163	13	6	find	obj-setup	match_obj
164	13	7	the	obj-setup	match_obj
165	13	8	gift	obj-setup	match_obj
166	13	9	for	obj-setup	match_obj
167	13	10	her	match	match_obj
168	13	11	lover	object	match_obj
169	13	13	.	End	match_obj
170	13	14	<eos>	End	match_obj
171	14	0	The	np	match_obj
172	14	1	boy	np	match_obj
173	14	2	knows	verb	match_obj
174	14	3	they	obj-setup	match_obj
175	14	4	did	obj-setup	match_obj
176	14	5	not	obj-setup	match_obj
177	14	6	open	obj-setup	match_obj
178	14	7	the	obj-setup	match_obj
179	14	8	present	obj-setup	match_obj
180	14	9	for	obj-setup	match_obj
181	14	10	his	match	match_obj
182	14	11	mother	object	match_obj
183	14	13	.	End	match_obj
184	14	14	<eos>	End	match_obj
185	15	0	The	np	match_obj
186	15	1	knight	np	match_obj
187	15	2	believes	verb	match_obj
188	15	3	they	obj-setup	match_obj
189	15	4	did	obj-setup	match_obj
190	15	5	not	obj-setup	match_obj
191	15	6	hear	obj-setup	match_obj
192	15	7	the	obj-setup	match_obj
193	15	8	challenge	obj-setup	match_obj
194	15	9	by	obj-setup	match_obj
195	15	10	his	match	match_obj
196	15	11	rival	object	match_obj
197	15	13	.	End	match_obj
198	15	14	<eos>	End	match_obj
199	16	0	The	np	match_obj
200	16	1	chairman	np	match_obj
201	16	2	hopes	verb	match_obj
202	16	3	they	obj-setup	match_obj
203	16	4	read	obj-setup	match_obj
204	16	5	the	obj-setup	match_obj
205	16	6	documents	obj-setup	match_obj
206	16	7	for	obj-setup	match_obj
207	16	8	his	match	match_obj
208	16	9	secretary	object	match_obj
209	16	11	.	End	match_obj
210	16	12	<eos>	End	match_obj
211	17	0	The	np	match_obj
212	17	1	king	np	match_obj
213	17	2	thinks	verb	match_obj
214	17	3	they	obj-setup	match_obj
215	17	4	ignored	obj-setup	match_obj
216	17	5	the	obj-setup	match_obj
217	17	6	invitation	obj-setup	match_obj
218	17	7	from	obj-setup	match_obj
219	17	8	his	match	match_obj
220	17	9	allies	object	match_obj
221	17	11	.	End	match_obj
222	17	12	<eos>	End	match_obj
223	18	0	The	np	match_obj
224	18	1	fireman	np	match_obj
225	18	2	believes	verb	match_obj
226	18	3	they	obj-setup	match_obj
227	18	4	heeded	obj-setup	match_obj
228	18	5	the	obj-setup	match_obj
229	18	6	warning	obj-setup	match_obj
230	18	7	from	obj-setup	match_obj
231	18	8	his	match	match_obj
232	18	9	hometown	object	match_obj
233	18	11	.	End	match_obj
234	18	12	<eos>	End	match_obj
235	19	0	The	np	match_obj
236	19	1	emperor	np	match_obj
237	19	2	worries	verb	match_obj
238	19	3	they	obj-setup	match_obj
239	19	4	ignored	obj-setup	match_obj
240	19	5	the	obj-setup	match_obj
241	19	6	declaration	obj-setup	match_obj
242	19	7	of	obj-setup	match_obj
243	19	8	war	obj-setup	match_obj
244	19	9	by	obj-setup	match_obj
245	19	10	his	match	match_obj
246	19	11	enemies	object	match_obj
247	19	13	.	End	match_obj
248	19	14	<eos>	End	match_obj
249	20	0	His	np	match_obj
250	20	1	uncle	np	match_obj
251	20	2	believes	verb	match_obj
252	20	3	they	obj-setup	match_obj
253	20	4	delivered	obj-setup	match_obj
254	20	5	a	obj-setup	match_obj
255	20	6	lecture	obj-setup	match_obj
256	20	7	on	obj-setup	match_obj
257	20	8	his	match	match_obj
258	20	9	area	object	match_obj
259	20	10	of	object	match_obj
260	20	11	expertise	object	match_obj
261	20	13	.	End	match_obj
262	20	14	<eos>	End	match_obj
263	21	0	The	np	match_obj
264	21	1	bishop	np	match_obj
265	21	2	hopes	verb	match_obj
266	21	3	they	obj-setup	match_obj
267	21	4	said	obj-setup	match_obj
268	21	5	a	obj-setup	match_obj
269	21	6	prayer	obj-setup	match_obj
270	21	7	for	obj-setup	match_obj
271	21	8	his	match	match_obj
272	21	9	congregants	object	match_obj
273	21	11	.	End	match_obj
274	21	12	<eos>	End	match_obj
275	22	0	My	np	match_obj
276	22	1	brother	np	match_obj
277	22	2	thinks	verb	match_obj
278	22	3	they	obj-setup	match_obj
279	22	4	wrote	obj-setup	match_obj
280	22	5	a	obj-setup	match_obj
281	22	6	report	obj-setup	match_obj
282	22	7	on	obj-setup	match_obj
283	22	8	his	match	match_obj
284	22	9	job	object	match_obj
285	22	11	.	End	match_obj
286	22	12	<eos>	End	match_obj
287	23	0	The	np	match_obj
288	23	1	bachelor	np	match_obj
289	23	2	worries	verb	match_obj
290	23	3	they	obj-setup	match_obj
291	23	4	misplaced	obj-setup	match_obj
292	23	5	the	obj-setup	match_obj
293	23	6	letter	obj-setup	match_obj
294	23	7	for	obj-setup	match_obj
295	23	8	his	match	match_obj
296	23	9	mother	object	match_obj
297	23	11	.	End	match_obj
298	23	12	<eos>	End	match_obj
299	24	0	The	np	match_obj
300	24	1	count	np	match_obj
301	24	2	thinks	verb	match_obj
302	24	3	they	obj-setup	match_obj
303	24	4	read	obj-setup	match_obj
304	24	5	the	obj-setup	match_obj
305	24	6	novel	obj-setup	match_obj
306	24	7	by	obj-setup	match_obj
307	24	8	his	match	match_obj
308	24	9	friend	object	match_obj
309	24	11	.	End	match_obj
310	24	12	<eos>	End	match_obj
311	25	0	The	np	match_obj
312	25	1	policeman	np	match_obj
313	25	2	believes	verb	match_obj
314	25	3	they	obj-setup	match_obj
315	25	4	ignored	obj-setup	match_obj
316	25	5	the	obj-setup	match_obj
317	25	6	threat	obj-setup	match_obj
318	25	7	from	obj-setup	match_obj
319	25	8	his	match	match_obj
320	25	9	chief	object	match_obj
321	25	11	.	End	match_obj
322	25	12	<eos>	End	match_obj
323	26	0	The	np	match_obj
324	26	1	clergyman	np	match_obj
325	26	2	hopes	verb	match_obj
326	26	3	they	obj-setup	match_obj
327	26	4	said	obj-setup	match_obj
328	26	5	a	obj-setup	match_obj
329	26	6	prayer	obj-setup	match_obj
330	26	7	for	obj-setup	match_obj
331	26	8	his	match	match_obj
332	26	9	congregants	object	match_obj
333	26	11	.	End	match_obj
334	26	12	<eos>	End	match_obj
335	27	0	The	np	match_obj
336	27	1	mailman	np	match_obj
337	27	2	believes	verb	match_obj
338	27	3	they	obj-setup	match_obj
339	27	4	penned	obj-setup	match_obj
340	27	5	the	obj-setup	match_obj
341	27	6	letter	obj-setup	match_obj
342	27	7	for	obj-setup	match_obj
343	27	8	his	match	match_obj
344	27	9	neighbor	object	match_obj
345	27	11	.	End	match_obj
346	27	12	<eos>	End	match_obj
347	28	0	The	np	match_obj
348	28	1	man	np	match_obj
349	28	2	thinks	verb	match_obj
350	28	3	they	obj-setup	match_obj
351	28	4	attend	obj-setup	match_obj
352	28	5	a	obj-setup	match_obj
353	28	6	conference	obj-setup	match_obj
354	28	7	on	obj-setup	match_obj
355	28	8	his	match	match_obj
356	28	9	interest	object	match_obj
357	28	11	.	End	match_obj
358	28	12	<eos>	End	match_obj
359	29	0	Your	np	match_obj
360	29	1	husband	np	match_obj
361	29	2	thinks	verb	match_obj
362	29	3	they	obj-setup	match_obj
363	29	4	went	obj-setup	match_obj
364	29	5	to	obj-setup	match_obj
365	29	6	a	obj-setup	match_obj
366	29	7	symposium	obj-setup	match_obj
367	29	8	on	obj-setup	match_obj
368	29	9	his	match	match_obj
369	29	10	favorite	object	match_obj
370	29	11	topic	object	match_obj
371	29	13	.	End	match_obj
372	29	14	<eos>	End	match_obj
373	0	0	The	np	mismatch_obj
374	0	1	actress	np	mismatch_obj
375	0	2	said	verb	mismatch_obj
376	0	3	they	obj-setup	mismatch_obj
377	0	4	sold	obj-setup	mismatch_obj
378	0	5	the	obj-setup	mismatch_obj
379	0	6	painting	obj-setup	mismatch_obj
380	0	7	by	obj-setup	mismatch_obj
381	0	8	his	mismatch	mismatch_obj
382	0	9	friend	object	mismatch_obj
383	0	11	.	End	mismatch_obj
384	0	12	<eos>	End	mismatch_obj
385	1	0	The	np	mismatch_obj
386	1	1	bride	np	mismatch_obj
387	1	2	knows	verb	mismatch_obj
388	1	3	they	obj-setup	mismatch_obj
389	1	4	said	obj-setup	mismatch_obj
390	1	5	the	obj-setup	mismatch_obj
391	1	6	delivery	obj-setup	mismatch_obj
392	1	7	for	obj-setup	mismatch_obj
393	1	8	his	mismatch	mismatch_obj
394	1	9	roommate	object	mismatch_obj
395	1	11	.	End	mismatch_obj
396	1	12	<eos>	End	mismatch_obj
397	2	0	The	np	mismatch_obj
398	2	1	countess	np	mismatch_obj
399	2	2	believes	verb	mismatch_obj
400	2	3	they	obj-setup	mismatch_obj
401	2	4	sold	obj-setup	mismatch_obj
402	2	5	the	obj-setup	mismatch_obj
403	2	6	painting	obj-setup	mismatch_obj
404	2	7	by	obj-setup	mismatch_obj
405	2	8	his	mismatch	mismatch_obj
406	2	9	acquaintance	object	mismatch_obj
407	2	11	.	End	mismatch_obj
408	2	12	<eos>	End	mismatch_obj
409	3	0	My	np	mismatch_obj
410	3	1	wife	np	mismatch_obj
411	3	2	thinks	verb	mismatch_obj
412	3	3	they	obj-setup	mismatch_obj
413	3	4	included	obj-setup	mismatch_obj
414	3	5	the	obj-setup	mismatch_obj
415	3	6	instructions	obj-setup	mismatch_obj
416	3	7	for	obj-setup	mismatch_obj
417	3	8	his	mismatch	mismatch_obj
418	3	9	appliance	object	mismatch_obj
419	3	11	.	End	mismatch_obj
420	3	12	<eos>	End	mismatch_obj
421	4	0	The	np	mismatch_obj
422	4	1	witch	np	mismatch_obj
423	4	2	believes	verb	mismatch_obj
424	4	3	they	obj-setup	mismatch_obj
425	4	4	followed	obj-setup	mismatch_obj
426	4	5	the	obj-setup	mismatch_obj
427	4	6	recipe	obj-setup	mismatch_obj
428	4	7	for	obj-setup	mismatch_obj
429	4	8	his	mismatch	mismatch_obj
430	4	9	potion	object	mismatch_obj
431	4	11	.	End	mismatch_obj
432	4	12	<eos>	End	mismatch_obj
433	5	0	The	np	mismatch_obj
434	5	1	goddess	np	mismatch_obj
435	5	2	hopes	verb	mismatch_obj
436	5	3	they	obj-setup	mismatch_obj
437	5	4	recited	obj-setup	mismatch_obj
438	5	5	the	obj-setup	mismatch_obj
439	5	6	prayers	obj-setup	mismatch_obj
440	5	7	for	obj-setup	mismatch_obj
441	5	8	his	mismatch	mismatch_obj
442	5	9	priests	object	mismatch_obj
443	5	11	.	End	mismatch_obj
444	5	12	<eos>	End	mismatch_obj
445	6	0	My	np	mismatch_obj
446	6	1	aunt	np	mismatch_obj
447	6	2	thinks	verb	mismatch_obj
448	6	3	they	obj-setup	mismatch_obj
449	6	4	delivered	obj-setup	mismatch_obj
450	6	5	the	obj-setup	mismatch_obj
451	6	6	package	obj-setup	mismatch_obj
452	6	7	for	obj-setup	mismatch_obj
453	6	8	his	mismatch	mismatch_obj
454	6	9	husband	object	mismatch_obj
455	6	11	.	End	mismatch_obj
456	6	12	<eos>	End	mismatch_obj
457	7	0	The	np	mismatch_obj
458	7	1	lady	np	mismatch_obj
459	7	2	believes	verb	mismatch_obj
460	7	3	they	obj-setup	mismatch_obj
461	7	4	enjoyed	obj-setup	mismatch_obj
462	7	5	the	obj-setup	mismatch_obj
463	7	6	symphony	obj-setup	mismatch_obj
464	7	7	by	obj-setup	mismatch_obj
465	7	8	his	mismatch	mismatch_obj
466	7	9	friend	object	mismatch_obj
467	7	11	.	End	mismatch_obj
468	7	12	<eos>	End	mismatch_obj
469	8	0	The	np	mismatch_obj
470	8	1	princess	np	mismatch_obj
471	8	2	hopes	verb	mismatch_obj
472	8	3	the	obj-setup	mismatch_obj
473	8	4	heard	obj-setup	mismatch_obj
474	8	5	the	obj-setup	mismatch_obj
475	8	6	opera	obj-setup	mismatch_obj
476	8	7	by	obj-setup	mismatch_obj
477	8	8	his	mismatch	mismatch_obj
478	8	9	lover	object	mismatch_obj
479	8	11	.	End	mismatch_obj
480	8	12	<eos>	End	mismatch_obj
481	9	0	The	np	mismatch_obj
482	9	1	girl	np	mismatch_obj
483	9	2	knows	verb	mismatch_obj
484	9	3	they	obj-setup	mismatch_obj
485	9	4	found	obj-setup	mismatch_obj
486	9	5	the	obj-setup	mismatch_obj
487	9	6	picture	obj-setup	mismatch_obj
488	9	7	of	obj-setup	mismatch_obj
489	9	8	his	mismatch	mismatch_obj
490	9	9	teacher	object	mismatch_obj
491	9	11	.	End	mismatch_obj
492	9	12	<eos>	End	mismatch_obj
493	10	0	The	np	mismatch_obj
494	10	1	queen	np	mismatch_obj
495	10	2	hopes	verb	mismatch_obj
496	10	3	they	obj-setup	mismatch_obj
497	10	4	liked	obj-setup	mismatch_obj
498	10	5	the	obj-setup	mismatch_obj
499	10	6	ode	obj-setup	mismatch_obj
500	10	7	by	obj-setup	mismatch_obj
501	10	8	his	mismatch	mismatch_obj
502	10	9	favorite	object	mismatch_obj
503	10	10	poet	object	mismatch_obj
504	10	12	.	End	mismatch_obj
505	10	13	<eos>	End	mismatch_obj
506	11	0	Your	np	mismatch_obj
507	11	1	mother	np	mismatch_obj
508	11	2	hopes	verb	mismatch_obj
509	11	3	they	obj-setup	mismatch_obj
510	11	4	delivered	obj-setup	mismatch_obj
511	11	5	the	obj-setup	mismatch_obj
512	11	6	present	obj-setup	mismatch_obj
513	11	7	for	obj-setup	mismatch_obj
514	11	8	his	mismatch	mismatch_obj
515	11	9	sister	object	mismatch_obj
516	11	11	.	End	mismatch_obj
517	11	12	<eos>	End	mismatch_obj
518	12	0	The	np	mismatch_obj
519	12	1	waitress	np	mismatch_obj
520	12	2	thinks	verb	mismatch_obj
521	12	3	they	obj-setup	mismatch_obj
522	12	4	saved	obj-setup	mismatch_obj
523	12	5	the	obj-setup	mismatch_obj
524	12	6	tip	obj-setup	mismatch_obj
525	12	7	for	obj-setup	mismatch_obj
526	12	8	his	mismatch	mismatch_obj
527	12	9	service	object	mismatch_obj
528	12	11	.	End	mismatch_obj
529	12	12	<eos>	End	mismatch_obj
530	13	0	The	np	mismatch_obj
531	13	1	mistress	np	mismatch_obj
532	13	2	believes	verb	mismatch_obj
533	13	3	they	obj-setup	mismatch_obj
534	13	4	did	obj-setup	mismatch_obj
535	13	5	not	obj-setup	mismatch_obj
536	13	6	find	obj-setup	mismatch_obj
537	13	7	the	obj-setup	mismatch_obj
538	13	8	gift	obj-setup	mismatch_obj
539	13	9	for	obj-setup	mismatch_obj
540	13	10	his	mismatch	mismatch_obj
541	13	11	lover	object	mismatch_obj
542	13	13	.	End	mismatch_obj
543	13	14	<eos>	End	mismatch_obj
544	14	0	The	np	mismatch_obj
545	14	1	boy	np	mismatch_obj
546	14	2	knows	verb	mismatch_obj
547	14	3	they	obj-setup	mismatch_obj
548	14	4	did	obj-setup	mismatch_obj
549	14	5	not	obj-setup	mismatch_obj
550	14	6	open	obj-setup	mismatch_obj
551	14	7	the	obj-setup	mismatch_obj
552	14	8	present	obj-setup	mismatch_obj
553	14	9	for	obj-setup	mismatch_obj
554	14	10	her	mismatch	mismatch_obj
555	14	11	mother	object	mismatch_obj
556	14	13	.	End	mismatch_obj
557	14	14	<eos>	End	mismatch_obj
558	15	0	The	np	mismatch_obj
559	15	1	knight	np	mismatch_obj
560	15	2	believes	verb	mismatch_obj
561	15	3	they	obj-setup	mismatch_obj
562	15	4	did	obj-setup	mismatch_obj
563	15	5	not	obj-setup	mismatch_obj
564	15	6	hear	obj-setup	mismatch_obj
565	15	7	the	obj-setup	mismatch_obj
566	15	8	challenge	obj-setup	mismatch_obj
567	15	9	by	obj-setup	mismatch_obj
568	15	10	her	mismatch	mismatch_obj
569	15	11	rival	object	mismatch_obj
570	15	13	.	End	mismatch_obj
571	15	14	<eos>	End	mismatch_obj
572	16	0	The	np	mismatch_obj
573	16	1	chairman	np	mismatch_obj
574	16	2	hopes	verb	mismatch_obj
575	16	3	they	obj-setup	mismatch_obj
576	16	4	read	obj-setup	mismatch_obj
577	16	5	the	obj-setup	mismatch_obj
578	16	6	documents	obj-setup	mismatch_obj
579	16	7	for	obj-setup	mismatch_obj
580	16	8	her	mismatch	mismatch_obj
581	16	9	secretary	object	mismatch_obj
582	16	11	.	End	mismatch_obj
583	16	12	<eos>	End	mismatch_obj
584	17	0	The	np	mismatch_obj
585	17	1	king	np	mismatch_obj
586	17	2	thinks	verb	mismatch_obj
587	17	3	they	obj-setup	mismatch_obj
588	17	4	ignored	obj-setup	mismatch_obj
589	17	5	the	obj-setup	mismatch_obj
590	17	6	invitation	obj-setup	mismatch_obj
591	17	7	from	obj-setup	mismatch_obj
592	17	8	her	mismatch	mismatch_obj
593	17	9	allies	object	mismatch_obj
594	17	11	.	End	mismatch_obj
595	17	12	<eos>	End	mismatch_obj
596	18	0	The	np	mismatch_obj
597	18	1	fireman	np	mismatch_obj
598	18	2	believes	verb	mismatch_obj
599	18	3	they	obj-setup	mismatch_obj
600	18	4	heeded	obj-setup	mismatch_obj
601	18	5	the	obj-setup	mismatch_obj
602	18	6	warning	obj-setup	mismatch_obj
603	18	7	from	obj-setup	mismatch_obj
604	18	8	her	mismatch	mismatch_obj
605	18	9	hometown	object	mismatch_obj
606	18	11	.	End	mismatch_obj
607	18	12	<eos>	End	mismatch_obj
608	19	0	The	np	mismatch_obj
609	19	1	emperor	np	mismatch_obj
610	19	2	worries	verb	mismatch_obj
611	19	3	they	obj-setup	mismatch_obj
612	19	4	ignored	obj-setup	mismatch_obj
613	19	5	the	obj-setup	mismatch_obj
614	19	6	declaration	obj-setup	mismatch_obj
615	19	7	of	obj-setup	mismatch_obj
616	19	8	war	obj-setup	mismatch_obj
617	19	9	by	obj-setup	mismatch_obj
618	19	10	her	mismatch	mismatch_obj
619	19	11	enemies	object	mismatch_obj
620	19	13	.	End	mismatch_obj
621	19	14	<eos>	End	mismatch_obj
622	20	0	His	np	mismatch_obj
623	20	1	uncle	np	mismatch_obj
624	20	2	believes	verb	mismatch_obj
625	20	3	they	obj-setup	mismatch_obj
626	20	4	delivered	obj-setup	mismatch_obj
627	20	5	a	obj-setup	mismatch_obj
628	20	6	lecture	obj-setup	mismatch_obj
629	20	7	on	obj-setup	mismatch_obj
630	20	8	her	mismatch	mismatch_obj
631	20	9	area	object	mismatch_obj
632	20	10	of	object	mismatch_obj
633	20	11	expertise	object	mismatch_obj
634	20	13	.	End	mismatch_obj
635	20	14	<eos>	End	mismatch_obj
636	21	0	The	np	mismatch_obj
637	21	1	bishop	np	mismatch_obj
638	21	2	hopes	verb	mismatch_obj
639	21	3	they	obj-setup	mismatch_obj
640	21	4	said	obj-setup	mismatch_obj
641	21	5	a	obj-setup	mismatch_obj
642	21	6	prayer	obj-setup	mismatch_obj
643	21	7	for	obj-setup	mismatch_obj
644	21	8	her	mismatch	mismatch_obj
645	21	9	congregants	object	mismatch_obj
646	21	11	.	End	mismatch_obj
647	21	12	<eos>	End	mismatch_obj
648	22	0	My	np	mismatch_obj
649	22	1	brother	np	mismatch_obj
650	22	2	thinks	verb	mismatch_obj
651	22	3	they	obj-setup	mismatch_obj
652	22	4	wrote	obj-setup	mismatch_obj
653	22	5	a	obj-setup	mismatch_obj
654	22	6	report	obj-setup	mismatch_obj
655	22	7	on	obj-setup	mismatch_obj
656	22	8	her	mismatch	mismatch_obj
657	22	9	job	object	mismatch_obj
658	22	11	.	End	mismatch_obj
659	22	12	<eos>	End	mismatch_obj
660	23	0	The	np	mismatch_obj
661	23	1	bachelor	np	mismatch_obj
662	23	2	worries	verb	mismatch_obj
663	23	3	they	obj-setup	mismatch_obj
664	23	4	misplaced	obj-setup	mismatch_obj
665	23	5	the	obj-setup	mismatch_obj
666	23	6	letter	obj-setup	mismatch_obj
667	23	7	for	obj-setup	mismatch_obj
668	23	8	her	mismatch	mismatch_obj
669	23	9	mother	object	mismatch_obj
670	23	11	.	End	mismatch_obj
671	23	12	<eos>	End	mismatch_obj
672	24	0	The	np	mismatch_obj
673	24	1	count	np	mismatch_obj
674	24	2	thinks	verb	mismatch_obj
675	24	3	they	obj-setup	mismatch_obj
676	24	4	read	obj-setup	mismatch_obj
677	24	5	the	obj-setup	mismatch_obj
678	24	6	novel	obj-setup	mismatch_obj
679	24	7	by	obj-setup	mismatch_obj
680	24	8	her	mismatch	mismatch_obj
681	24	9	friend	object	mismatch_obj
682	24	11	.	End	mismatch_obj
683	24	12	<eos>	End	mismatch_obj
684	25	0	The	np	mismatch_obj
685	25	1	policeman	np	mismatch_obj
686	25	2	believes	verb	mismatch_obj
687	25	3	they	obj-setup	mismatch_obj
688	25	4	ignored	obj-setup	mismatch_obj
689	25	5	the	obj-setup	mismatch_obj
690	25	6	threat	obj-setup	mismatch_obj
691	25	7	from	obj-setup	mismatch_obj
692	25	8	her	mismatch	mismatch_obj
693	25	9	chief	object	mismatch_obj
694	25	11	.	End	mismatch_obj
695	25	12	<eos>	End	mismatch_obj
696	26	0	The	np	mismatch_obj
697	26	1	clergyman	np	mismatch_obj
698	26	2	hopes	verb	mismatch_obj
699	26	3	they	obj-setup	mismatch_obj
700	26	4	said	obj-setup	mismatch_obj
701	26	5	a	obj-setup	mismatch_obj
702	26	6	prayer	obj-setup	mismatch_obj
703	26	7	for	obj-setup	mismatch_obj
704	26	8	her	mismatch	mismatch_obj
705	26	9	congregants	object	mismatch_obj
706	26	11	.	End	mismatch_obj
707	26	12	<eos>	End	mismatch_obj
708	27	0	The	np	mismatch_obj
709	27	1	mailman	np	mismatch_obj
710	27	2	believes	verb	mismatch_obj
711	27	3	they	obj-setup	mismatch_obj
712	27	4	penned	obj-setup	mismatch_obj
713	27	5	the	obj-setup	mismatch_obj
714	27	6	letter	obj-setup	mismatch_obj
715	27	7	for	obj-setup	mismatch_obj
716	27	8	her	mismatch	mismatch_obj
717	27	9	neighbor	object	mismatch_obj
718	27	11	.	End	mismatch_obj
719	27	12	<eos>	End	mismatch_obj
720	28	0	The	np	mismatch_obj
721	28	1	man	np	mismatch_obj
722	28	2	thinks	verb	mismatch_obj
723	28	3	they	obj-setup	mismatch_obj
724	28	4	attend	obj-setup	mismatch_obj
725	28	5	a	obj-setup	mismatch_obj
726	28	6	conference	obj-setup	mismatch_obj
727	28	7	on	obj-setup	mismatch_obj
