	sent_index	word_index	word	region	condition
141	15	6	horse	object	match_null
142	15	8	.	End	match_null
143	15	9	<eos>	End	match_null
144	16	0	The	np	match_null
145	16	1	chairman	np	match_null
146	16	2	guessed	verb	match_null
147	16	3	they	embed-verb	match_null
148	16	4	took	embed-verb	match_null
149	16	5	his	match	match_null
150	16	6	advice	object	match_null
151	16	8	.	End	match_null
152	16	9	<eos>	End	match_null
153	17	0	The	np	match_null
154	17	1	king	np	match_null
155	17	2	knows	verb	match_null
156	17	3	they	embed-verb	match_null
157	17	4	attacked	embed-verb	match_null
158	17	5	his	match	match_null
159	17	6	army	object	match_null
160	17	8	.	End	match_null
161	17	9	<eos>	End	match_null
162	18	0	The	np	match_null
163	18	1	fireman	np	match_null
164	18	2	knows	verb	match_null
165	18	3	they	embed-verb	match_null
166	18	4	save	embed-verb	match_null
167	18	5	his	match	match_null
168	18	6	friend	object	match_null
169	18	8	.	End	match_null
170	18	9	<eos>	End	match_null
171	19	0	The	np	match_null
172	19	1	emperor	np	match_null
173	19	2	remembers	verb	match_null
174	19	3	they	embed-verb	match_null
175	19	4	accepted	embed-verb	match_null
176	19	5	his	match	match_null
177	19	6	invitation	object	match_null
178	19	8	.	End	match_null
179	19	9	<eos>	End	match_null
180	20	0	His	np	match_null
181	20	1	uncle	np	match_null
182	20	2	knows	verb	match_null
183	20	3	they	embed-verb	match_null
184	20	4	laughed	embed-verb	match_null
185	20	5	at	embed-verb	match_null
186	20	6	his	match	match_null
187	20	7	joke	object	match_null
188	20	9	.	End	match_null
189	20	10	<eos>	End	match_null
190	21	0	The	np	match_null
191	21	1	bishop	np	match_null
192	21	2	guessed	verb	match_null
193	21	3	they	embed-verb	match_null
194	21	4	accepted	embed-verb	match_null
195	21	5	his	match	match_null
196	21	6	prayer	object	match_null
197	21	8	.	End	match_null
198	21	9	<eos>	End	match_null
199	22	0	My	np	match_null
200	22	1	brother	np	match_null
201	22	2	knows	verb	match_null
202	22	3	they	embed-verb	match_null
203	22	4	liked	embed-verb	match_null
204	22	5	his	match	match_null
205	22	6	suggestion	object	match_null
206	22	8	.	End	match_null
207	22	9	<eos>	End	match_null
208	23	0	The	np	match_null
209	23	1	bachelor	np	match_null
210	23	2	remembers	verb	match_null
211	23	3	they	embed-verb	match_null
212	23	4	cleaned	embed-verb	match_null
213	23	5	his	match	match_null
214	23	6	apartment	object	match_null
215	23	8	.	End	match_null
216	23	9	<eos>	End	match_null
217	24	0	The	np	match_null
218	24	1	count	np	match_null
219	24	2	guessed	verb	match_null
220	24	3	they	embed-verb	match_null
221	24	4	stole	embed-verb	match_null
222	24	5	his	match	match_null
223	24	6	money	object	match_null
224	24	8	.	End	match_null
225	24	9	<eos>	End	match_null
226	25	0	The	np	match_null
227	25	1	policeman	np	match_null
228	25	2	knows	verb	match_null
229	25	3	they	embed-verb	match_null
230	25	4	murdered	embed-verb	match_null
231	25	5	his	match	match_null
232	25	6	partner	object	match_null
233	25	8	.	End	match_null
234	25	9	<eos>	End	match_null
235	26	0	The	np	match_null
236	26	1	clergyman	np	match_null
237	26	2	guessed	verb	match_null
238	26	3	they	embed-verb	match_null
239	26	4	washed	embed-verb	match_null
240	26	5	his	match	match_null
241	26	6	robes	object	match_null
242	26	8	.	End	match_null
243	26	9	<eos>	End	match_null
244	27	0	The	np	match_null
245	27	1	mailman	np	match_null
246	27	2	recalls	verb	match_null
247	27	3	they	embed-verb	match_null
248	27	4	fixed	embed-verb	match_null
249	27	5	his	match	match_null
250	27	6	car	object	match_null
251	27	8	.	End	match_null
252	27	9	<eos>	End	match_null
253	28	0	The	np	match_null
254	28	1	man	np	match_null
255	28	2	knows	verb	match_null
256	28	3	they	embed-verb	match_null
257	28	4	knew	embed-verb	match_null
258	28	5	his	match	match_null
259	28	6	friend	object	match_null
260	28	8	.	End	match_null
261	28	9	<eos>	End	match_null
262	29	0	Your	np	match_null
263	29	1	husband	np	match_null
264	29	2	knows	verb	match_null
265	29	3	they	embed-verb	match_null
266	29	4	liked	embed-verb	match_null
267	29	5	his	match	match_null
268	29	6	suggestion	object	match_null
269	29	8	.	End	match_null
270	29	9	<eos>	End	match_null
271	0	0	The	np	mismatch_null
272	0	1	actress	np	mismatch_null
273	0	2	said	verb	mismatch_null
274	0	3	they	embed-verb	mismatch_null
275	0	4	fired	embed-verb	mismatch_null
276	0	5	his	mismatch	mismatch_null
277	0	6	friend	object	mismatch_null
278	0	8	.	End	mismatch_null
279	0	9	<eos>	End	mismatch_null
280	1	0	The	np	mismatch_null
281	1	1	bride	np	mismatch_null
282	1	2	knows	verb	mismatch_null
283	1	3	they	embed-verb	mismatch_null
284	1	4	followed	embed-verb	mismatch_null
285	1	5	his	mismatch	mismatch_null
286	1	6	advice	object	mismatch_null
287	1	8	.	End	mismatch_null
288	1	9	<eos>	End	mismatch_null
289	2	0	The	np	mismatch_null
290	2	1	countess	np	mismatch_null
291	2	2	said	verb	mismatch_null
292	2	3	they	embed-verb	mismatch_null
293	2	4	obeyed	embed-verb	mismatch_null
294	2	5	his	mismatch	mismatch_null
295	2	6	orders	object	mismatch_null
296	2	8	.	End	mismatch_null
297	2	9	<eos>	End	mismatch_null
298	3	0	My	np	mismatch_null
299	3	1	wife	np	mismatch_null
300	3	2	knows	verb	mismatch_null
301	3	3	they	embed-verb	mismatch_null
302	3	4	liked	embed-verb	mismatch_null
303	3	5	his	mismatch	mismatch_null
304	3	6	recipe	object	mismatch_null
305	3	8	.	End	mismatch_null
306	3	9	<eos>	End	mismatch_null
307	4	0	The	np	mismatch_null
308	4	1	witch	np	mismatch_null
309	4	2	guessed	verb	mismatch_null
310	4	3	the	embed-verb	mismatch_null
311	4	4	drank	embed-verb	mismatch_null
312	4	5	his	mismatch	mismatch_null
313	4	6	potion	object	mismatch_null
314	4	8	.	End	mismatch_null
315	4	9	<eos>	End	mismatch_null
316	5	0	The	np	mismatch_null
317	5	1	goddess	np	mismatch_null
318	5	2	thinks	verb	mismatch_null
319	5	3	they	embed-verb	mismatch_null
320	5	4	worshiped	embed-verb	mismatch_null
321	5	5	his	mismatch	mismatch_null
322	5	6	likeness	object	mismatch_null
323	5	8	.	End	mismatch_null
324	5	9	<eos>	End	mismatch_null
325	6	0	My	np	mismatch_null
326	6	1	aunt	np	mismatch_null
327	6	2	remembers	verb	mismatch_null
328	6	3	they	embed-verb	mismatch_null
329	6	4	devoured	embed-verb	mismatch_null
330	6	5	his	mismatch	mismatch_null
331	6	6	cake	object	mismatch_null
332	6	8	.	End	mismatch_null
333	6	9	<eos>	End	mismatch_null
334	7	0	The	np	mismatch_null
335	7	1	lady	np	mismatch_null
336	7	2	knows	verb	mismatch_null
337	7	3	they	embed-verb	mismatch_null
338	7	4	complimented	embed-verb	mismatch_null
339	7	5	his	mismatch	mismatch_null
340	7	6	dress	object	mismatch_null
341	7	8	.	End	mismatch_null
342	7	9	<eos>	End	mismatch_null
343	8	0	The	np	mismatch_null
344	8	1	princess	np	mismatch_null
345	8	2	recalls	verb	mismatch_null
346	8	3	they	embed-verb	mismatch_null
347	8	4	stole	embed-verb	mismatch_null
348	8	5	his	mismatch	mismatch_null
349	8	6	jewels	object	mismatch_null
350	8	8	.	End	mismatch_null
351	8	9	<eos>	End	mismatch_null
352	9	0	The	np	mismatch_null
353	9	1	girl	np	mismatch_null
354	9	2	knows	verb	mismatch_null
355	9	3	they	embed-verb	mismatch_null
356	9	4	liked	embed-verb	mismatch_null
357	9	5	his	mismatch	mismatch_null
358	9	6	poem	object	mismatch_null
359	9	8	.	End	mismatch_null
360	9	9	<eos>	End	mismatch_null
361	10	0	The	np	mismatch_null
362	10	1	queen	np	mismatch_null
363	10	2	knows	verb	mismatch_null
364	10	3	they	embed-verb	mismatch_null
365	10	4	followed	embed-verb	mismatch_null
366	10	5	his	mismatch	mismatch_null
367	10	6	edict	object	mismatch_null
368	10	8	.	End	mismatch_null
369	10	9	<eos>	End	mismatch_null
370	11	0	Your	np	mismatch_null
371	11	1	mother	np	mismatch_null
372	11	2	knows	verb	mismatch_null
373	11	3	they	embed-verb	mismatch_null
374	11	4	invited	embed-verb	mismatch_null
375	11	5	his	mismatch	mismatch_null
376	11	6	friends	object	mismatch_null
377	11	8	.	End	mismatch_null
378	11	9	<eos>	End	mismatch_null
379	12	0	The	np	mismatch_null
380	12	1	waitress	np	mismatch_null
381	12	2	remembers	verb	mismatch_null
382	12	3	they	embed-verb	mismatch_null
383	12	4	discussed	embed-verb	mismatch_null
384	12	5	his	mismatch	mismatch_null
385	12	6	salary	object	mismatch_null
386	12	8	.	End	mismatch_null
387	12	9	<eos>	End	mismatch_null
388	13	0	The	np	mismatch_null
389	13	1	mistress	np	mismatch_null
390	13	2	recalls	verb	mismatch_null
391	13	3	they	embed-verb	mismatch_null
392	13	4	accepted	embed-verb	mismatch_null
393	13	5	his	mismatch	mismatch_null
394	13	6	proposal	object	mismatch_null
395	13	8	.	End	mismatch_null
396	13	9	<eos>	End	mismatch_null
397	14	0	The	np	mismatch_null
398	14	1	boy	np	mismatch_null
399	14	2	knows	verb	mismatch_null
400	14	3	they	embed-verb	mismatch_null
401	14	4	envied	embed-verb	mismatch_null
402	14	5	her	mismatch	mismatch_null
403	14	6	toy	object	mismatch_null
404	14	8	.	End	mismatch_null
405	14	9	<eos>	End	mismatch_null
406	15	0	The	np	mismatch_null
407	15	1	knight	np	mismatch_null
408	15	2	knows	verb	mismatch_null
409	15	3	they	embed-verb	mismatch_null
410	15	4	fed	embed-verb	mismatch_null
411	15	5	her	mismatch	mismatch_null
412	15	6	horse	object	mismatch_null
413	15	8	.	End	mismatch_null
414	15	9	<eos>	End	mismatch_null
415	16	0	The	np	mismatch_null
416	16	1	chairman	np	mismatch_null
417	16	2	guessed	verb	mismatch_null
418	16	3	they	embed-verb	mismatch_null
419	16	4	took	embed-verb	mismatch_null
420	16	5	her	mismatch	mismatch_null
421	16	6	advice	object	mismatch_null
422	16	8	.	End	mismatch_null
423	16	9	<eos>	End	mismatch_null
424	17	0	The	np	mismatch_null
425	17	1	king	np	mismatch_null
426	17	2	knows	verb	mismatch_null
427	17	3	they	embed-verb	mismatch_null
428	17	4	attacked	embed-verb	mismatch_null
429	17	5	her	mismatch	mismatch_null
430	17	6	army	object	mismatch_null
431	17	8	.	End	mismatch_null
432	17	9	<eos>	End	mismatch_null
433	18	0	The	np	mismatch_null
434	18	1	fireman	np	mismatch_null
435	18	2	knows	verb	mismatch_null
436	18	3	they	embed-verb	mismatch_null
437	18	4	save	embed-verb	mismatch_null
438	18	5	her	mismatch	mismatch_null
439	18	6	friend	object	mismatch_null
440	18	8	.	End	mismatch_null
441	18	9	<eos>	End	mismatch_null
442	19	0	The	np	mismatch_null
443	19	1	emperor	np	mismatch_null
444	19	2	remembers	verb	mismatch_null
445	19	3	they	embed-verb	mismatch_null
446	19	4	accepted	embed-verb	mismatch_null
447	19	5	her	mismatch	mismatch_null
448	19	6	invitation	object	mismatch_null
449	19	8	.	End	mismatch_null
450	19	9	<eos>	End	mismatch_null
451	20	0	His	np	mismatch_null
452	20	1	uncle	np	mismatch_null
453	20	2	knows	verb	mismatch_null
454	20	3	they	embed-verb	mismatch_null
455	20	4	laughed	embed-verb	mismatch_null
456	20	5	at	embed-verb	mismatch_null
457	20	6	her	mismatch	mismatch_null
458	20	7	joke	object	mismatch_null
459	20	9	.	End	mismatch_null
460	20	10	<eos>	End	mismatch_null
461	21	0	The	np	mismatch_null
462	21	1	bishop	np	mismatch_null
463	21	2	guessed	verb	mismatch_null
464	21	3	they	embed-verb	mismatch_null
465	21	4	accepted	embed-verb	mismatch_null
466	21	5	her	mismatch	mismatch_null
467	21	6	prayer	object	mismatch_null
468	21	8	.	End	mismatch_null
469	21	9	<eos>	End	mismatch_null
470	22	0	My	np	mismatch_null
471	22	1	brother	np	mismatch_null
472	22	2	knows	verb	mismatch_null
473	22	3	they	embed-verb	mismatch_null
474	22	4	liked	embed-verb	mismatch_null
475	22	5	her	mismatch	mismatch_null
476	22	6	suggestion	object	mismatch_null
477	22	8	.	End	mismatch_null
478	22	9	<eos>	End	mismatch_null
479	23	0	The	np	mismatch_null
480	23	1	bachelor	np	mismatch_null
481	23	2	remembers	verb	mismatch_null
482	23	3	they	embed-verb	mismatch_null
483	23	4	cleaned	embed-verb	mismatch_null
484	23	5	her	mismatch	mismatch_null
485	23	6	apartment	object	mismatch_null
486	23	8	.	End	mismatch_null
487	23	9	<eos>	End	mismatch_null
488	24	0	The	np	mismatch_null
489	24	1	count	np	mismatch_null
490	24	2	guessed	verb	mismatch_null
491	24	3	they	embed-verb	mismatch_null
492	24	4	stole	embed-verb	mismatch_null
493	24	5	her	mismatch	mismatch_null
494	24	6	money	object	mismatch_null
495	24	8	.	End	mismatch_null
496	24	9	<eos>	End	mismatch_null
497	25	0	The	np	mismatch_null
498	25	1	policeman	np	mismatch_null
499	25	2	knows	verb	mismatch_null
500	25	3	they	embed-verb	mismatch_null
501	25	4	murdered	embed-verb	mismatch_null
502	25	5	her	mismatch	mismatch_null
503	25	6	partner	object	mismatch_null
504	25	8	.	End	mismatch_null
505	25	9	<eos>	End	mismatch_null
506	26	0	The	np	mismatch_null
507	26	1	clergyman	np	mismatch_null
508	26	2	guessed	verb	mismatch_null
509	26	3	they	embed-verb	mismatch_null
510	26	4	washed	embed-verb	mismatch_null
511	26	5	her	mismatch	mismatch_null
512	26	6	robes	object	mismatch_null
513	26	8	.	End	mismatch_null
514	26	9	<eos>	End	mismatch_null
515	27	0	The	np	mismatch_null
516	27	1	mailman	np	mismatch_null
517	27	2	recalls	verb	mismatch_null
518	27	3	they	embed-verb	mismatch_null
519	27	4	fixed	embed-verb	mismatch_null
520	27	5	her	mismatch	mismatch_null
521	27	6	car	object	mismatch_null
522	27	8	.	End	mismatch_null
523	27	9	<eos>	End	mismatch_null
524	28	0	The	np	mismatch_null
525	28	1	man	np	mismatch_null
526	28	2	knows	verb	mismatch_null
527	28	3	they	embed-verb	mismatch_null
528	28	4	knew	embed-verb	mismatch_null
529	28	5	her	mismatch	mismatch_null
530	28	6	friend	object	mismatch_null
531	28	8	.	End	mismatch_null
532	28	9	<eos>	End	mismatch_null
533	29	0	Your	np	mismatch_null
534	29	1	husband	np	mismatch_null
535	29	2	knows	verb	mismatch_null
536	29	3	they	embed-verb	mismatch_null
537	29	4	liked	embed-verb	mismatch_null
538	29	5	her	mismatch	mismatch_null
539	29	6	suggestion	object	mismatch_null
540	29	8	.	End	mismatch_null
541	29	9	<eos>	End	mismatch_null
542	0	0	The	np	match_that
543	0	1	actress	np	match_that
544	0	2	said	verb	match_that
545	0	3	that	that	match_that
546	0	4	they	embed-verb	match_that
547	0	5	fired	embed-verb	match_that
548	0	6	her	match	match_that
549	0	7	friend	object	match_that
550	0	9	.	End	match_that
551	0	10	<eos>	End	match_that
552	1	0	The	np	match_that
553	1	1	bride	np	match_that
554	1	2	knows	verb	match_that
555	1	3	that	that	match_that
556	1	4	they	embed-verb	match_that
557	1	5	followed	embed-verb	match_that
558	1	6	her	match	match_that
559	1	7	advice	object	match_that
560	1	9	.	End	match_that
561	1	10	<eos>	End	match_that
562	2	0	The	np	match_that
563	2	1	countess	np	match_that
564	2	2	said	verb	match_that
565	2	3	that	that	match_that
566	2	4	they	embed-verb	match_that
567	2	5	obeyed	embed-verb	match_that
568	2	6	her	match	match_that
569	2	7	orders	object	match_that
570	2	9	.	End	match_that
571	2	10	<eos>	End	match_that
572	3	0	My	np	match_that
573	3	1	wife	np	match_that
574	3	2	knows	verb	match_that
575	3	3	that	that	match_that
576	3	4	they	embed-verb	match_that
577	3	5	liked	embed-verb	match_that
578	3	6	her	match	match_that
579	3	7	recipe	object	match_that
580	3	9	.	End	match_that
581	3	10	<eos>	End	match_that
582	4	0	The	np	match_that
583	4	1	witch	np	match_that
584	4	2	guessed	verb	match_that
585	4	3	that	that	match_that
586	4	4	the	embed-verb	match_that
587	4	5	drank	embed-verb	match_that
588	4	6	her	match	match_that
589	4	7	potion	object	match_that
590	4	9	.	End	match_that
591	4	10	<eos>	End	match_that
592	5	0	The	np	match_that
593	5	1	goddess	np	match_that
594	5	2	thinks	verb	match_that
595	5	3	that	that	match_that
596	5	4	they	embed-verb	match_that
597	5	5	worshiped	embed-verb	match_that
598	5	6	her	match	match_that
599	5	7	likeness	object	match_that
600	5	9	.	End	match_that
601	5	10	<eos>	End	match_that
602	6	0	My	np	match_that
603	6	1	aunt	np	match_that
604	6	2	remembers	verb	match_that
605	6	3	that	that	match_that
606	6	4	they	embed-verb	match_that
607	6	5	devoured	embed-verb	match_that
608	6	6	her	match	match_that
609	6	7	cake	object	match_that
610	6	9	.	End	match_that
611	6	10	<eos>	End	match_that
612	7	0	The	np	match_that
613	7	1	lady	np	match_that
614	7	2	knows	verb	match_that
615	7	3	that	that	match_that
616	7	4	they	embed-verb	match_that
617	7	5	complimented	embed-verb	match_that
618	7	6	her	match	match_that
619	7	7	dress	object	match_that
620	7	9	.	End	match_that
621	7	10	<eos>	End	match_that
622	8	0	The	np	match_that
623	8	1	princess	np	match_that
624	8	2	recalls	verb	match_that
625	8	3	that	that	match_that
626	8	4	they	embed-verb	match_that
627	8	5	stole	embed-verb	match_that
628	8	6	her	match	match_that
629	8	7	jewels	object	match_that
630	8	9	.	End	match_that
631	8	10	<eos>	End	match_that
632	9	0	The	np	match_that
633	9	1	girl	np	match_that
634	9	2	knows	verb	match_that
635	9	3	that	that	match_that
636	9	4	they	embed-verb	match_that
637	9	5	liked	embed-verb	match_that
638	9	6	her	match	match_that
639	9	7	poem	object	match_that
640	9	9	.	End	match_that
641	9	10	<eos>	End	match_that
642	10	0	The	np	match_that
643	10	1	queen	np	match_that
644	10	2	knows	verb	match_that
645	10	3	that	that	match_that
646	10	4	they	embed-verb	match_that
647	10	5	followed	embed-verb	match_that
648	10	6	her	match	match_that
649	10	7	edict	object	match_that
650	10	9	.	End	match_that
651	10	10	<eos>	End	match_that
652	11	0	Your	np	match_that
653	11	1	mother	np	match_that
654	11	2	knows	verb	match_that
655	11	3	that	that	match_that
656	11	4	they	embed-verb	match_that
657	11	5	invited	embed-verb	match_that
658	11	6	her	match	match_that
659	11	7	friends	object	match_that
660	11	9	.	End	match_that
661	11	10	<eos>	End	match_that
662	12	0	The	np	match_that
663	12	1	waitress	np	match_that
664	12	2	remembers	verb	match_that
665	12	3	that	that	match_that
666	12	4	they	embed-verb	match_that
667	12	5	discussed	embed-verb	match_that
668	12	6	her	match	match_that
669	12	7	salary	object	match_that
670	12	9	.	End	match_that
671	12	10	<eos>	End	match_that
672	13	0	The	np	match_that
673	13	1	mistress	np	match_that
674	13	2	recalls	verb	match_that
675	13	3	that	that	match_that
676	13	4	they	embed-verb	match_that
677	13	5	accepted	embed-verb	match_that
678	13	6	her	match	match_that
679	13	7	proposal	object	match_that
680	13	9	.	End	match_that
681	13	10	<eos>	End	match_that
682	14	0	The	np	match_that
683	14	1	boy	np	match_that
684	14	2	knows	verb	match_that
685	14	3	that	that	match_that
686	14	4	they	embed-verb	match_that
687	14	5	envied	embed-verb	match_that
688	14	6	his	match	match_that
689	14	7	toy	object	match_that
690	14	9	.	End	match_that
691	14	10	<eos>	End	match_that
692	15	0	The	np	match_that
693	15	1	knight	np	match_that
694	15	2	knows	verb	match_that
695	15	3	that	that	match_that
696	15	4	they	embed-verb	match_that
697	15	5	fed	embed-verb	match_that
698	15	6	his	match	match_that
699	15	7	horse	object	match_that
700	15	9	.	End	match_that
701	15	10	<eos>	End	match_that
702	16	0	The	np	match_that
703	16	1	chairman	np	match_that
704	16	2	guessed	verb	match_that
705	16	3	that	that	match_that
706	16	4	they	embed-verb	match_that
707	16	5	took	embed-verb	match_that
708	16	6	his	match	match_that
709	16	7	advice	object	match_that
710	16	9	.	End	match_that
711	16	10	<eos>	End	match_that
712	17	0	The	np	match_that
713	17	1	king	np	match_that
714	17	2	knows	verb	match_that
715	17	3	that	that	match_that
716	17	4	they	embed-verb	match_that
717	17	5	attacked	embed-verb	match_that
718	17	6	his	match	match_that
719	17	7	army	object	match_that
720	17	9	.	End	match_that
721	17	10	<eos>	End	match_that
722	18	0	The	np	match_that
723	18	1	fireman	np	match_that
724	18	2	knows	verb	match_that
725	18	3	that	that	match_that
726	18	4	they	embed-verb	match_that
727	18	5	save	embed-verb	match_that
728	18	6	his	match	match_that
729	18	7	friend	object	match_that
730	18	9	.	End	match_that
731	18	10	<eos>	End	match_that
732	19	0	The	np	match_that
733	19	1	emperor	np	match_that
734	19	2	remembers	verb	match_that
735	19	3	that	that	match_that
736	19	4	they	embed-verb	match_that
737	19	5	accepted	embed-verb	match_that
738	19	6	his	match	match_that
739	19	7	invitation	object	match_that
740	19	9	.	End	match_that
741	19	10	<eos>	End	match_that
742	20	0	His	np	match_that
743	20	1	uncle	np	match_that
744	20	2	knows	verb	match_that
745	20	3	that	that	match_that
746	20	4	they	embed-verb	match_that
747	20	5	laughed	embed-verb	match_that
748	20	6	at	embed-verb	match_that
749	20	7	his	match	match_that
750	20	8	joke	object	match_that
751	20	10	.	End	match_that
752	20	11	<eos>	End	match_that
753	21	0	The	np	match_that
754	21	1	bishop	np	match_that
755	21	2	guessed	verb	match_that
756	21	3	that	that	match_that
757	21	4	they	embed-verb	match_that
758	21	5	accepted	embed-verb	match_that
759	21	6	his	match	match_that
760	21	7	prayer	object	match_that
761	21	9	.	End	match_that
762	21	10	<eos>	End	match_that
763	22	0	My	np	match_that
764	22	1	brother	np	match_that
765	22	2	knows	verb	match_that
766	22	3	that	that	match_that
767	22	4	they	embed-verb	match_that
768	22	5	liked	embed-verb	match_that
769	22	6	his	match	match_that
770	22	7	suggestion	object	match_that
771	22	9	.	End	match_that
772	22	10	<eos>	End	match_that
773	23	0	The	np	match_that
774	23	1	bachelor	np	match_that
775	23	2	remembers	verb	match_that
776	23	3	that	that	match_that
777	23	4	they	embed-verb	match_that
778	23	5	cleaned	embed-verb	match_that
779	23	6	his	match	match_that
780	23	7	apartment	object	match_that
781	23	9	.	End	match_that
782	23	10	<eos>	End	match_that
783	24	0	The	np	match_that
784	24	1	count	np	match_that
785	24	2	guessed	verb	match_that
786	24	3	that	that	match_that
787	24	4	they	embed-verb	match_that
788	24	5	stole	embed-verb	match_that
789	24	6	his	match	match_that
790	24	7	money	object	match_that
791	24	9	.	End	match_that
792	24	10	<eos>	End	match_that
793	25	0	The	np	match_that
794	25	1	policeman	np	match_that
795	25	2	knows	verb	match_that
796	25	3	that	that	match_that
797	25	4	they	embed-verb	match_that
798	25	5	murdered	embed-verb	match_that
799	25	6	his	match	match_that
800	25	7	partner	object	match_that
801	25	9	.	End	match_that
802	25	10	<eos>	End	match_that
803	26	0	The	np	match_that
804	26	1	clergyman	np	match_that
805	26	2	guessed	verb	match_that
806	26	3	that	that	match_that
807	26	4	they	embed-verb	match_that
808	26	5	washed	embed-verb	match_that
809	26	6	his	match	match_that
810	26	7	robes	object	match_that
811	26	9	.	End	match_that
812	26	10	<eos>	End	match_that
813	27	0	The	np	match_that
814	27	1	mailman	np	match_that
815	27	2	recalls	verb	match_that
816	27	3	that	that	match_that
817	27	4	they	embed-verb	match_that
818	27	5	fixed	embed-verb	match_that
819	27	6	his	match	match_that
820	27	7	car	object	match_that
